vehicle_id,scheduled_depart_s,sampled_headway_s,preferred_speed_mps,min_gap_m,preferred_tau_s
veh_002351,14099.545794,7.150603,20.511841,3.208597,1.974250
veh_002352,14105.819655,6.273861,23.073881,2.821361,1.826044
veh_002353,14111.130316,5.310661,21.019121,3.995848,1.561824
veh_002354,14118.395305,7.264989,23.500807,2.154181,2.213808
veh_002355,14122.635198,4.239893,20.812631,1.615049,1.884134
veh_002356,14128.237919,5.602721,20.816854,3.547092,1.477189
veh_002357,14133.431603,5.193684,23.459162,2.057728,1.955179
veh_002358,14140.547561,7.115959,23.933506,2.209711,1.907726
veh_002359,14146.434288,5.886727,22.424852,2.968738,1.465680
veh_002360,14152.839317,6.405028,18.850481,3.587343,1.484674
veh_002361,14159.627523,6.788207,21.883136,3.346885,1.338643
veh_002362,14162.108350,2.480827,25.466779,4.510776,1.588062
veh_002363,14166.718873,4.610523,21.551649,2.595299,1.568882
veh_002364,14172.892768,6.173895,23.099034,2.595520,1.701800
veh_002365,14180.411481,7.518714,22.645363,2.551161,2.184906
veh_002366,14187.270363,6.858882,22.187581,3.155733,2.014349
veh_002367,14195.236512,7.966149,23.538859,2.786564,1.938946
veh_002368,14200.904077,5.667564,24.048485,3.284089,1.910670
veh_002369,14207.055097,6.151021,24.391436,2.939559,1.587827
veh_002370,14212.305399,5.250302,20.283744,2.566581,2.010056
veh_002371,14217.651890,5.346492,21.674387,2.991651,1.748656
veh_002372,14222.406235,4.754345,21.575055,3.794124,1.838974
veh_002373,14227.591314,5.185079,22.999665,1.924251,2.085749
veh_002374,14233.305612,5.714298,23.041749,2.664452,1.860946
veh_002375,14238.328281,5.022669,23.003934,2.274241,1.969656
veh_002376,14244.368143,6.039862,24.127548,2.886845,2.242637
veh_002377,14247.640192,3.272049,25.254128,1.369187,1.524936
veh_002378,14254.282093,6.641901,24.137003,3.686710,1.662121
veh_002379,14260.548278,6.266185,25.132511,2.830772,2.115640
veh_002380,14267.217621,6.669343,20.856957,2.415779,1.756766
veh_002381,14272.522376,5.304755,22.134315,1.939398,2.061861
veh_002382,14277.760046,5.237670,21.957770,2.560719,1.795726
veh_002383,14285.233587,7.473541,22.693308,1.929060,2.009918
veh_002384,14291.001832,5.768244,19.628878,4.453449,1.728228
veh_002385,14299.981656,8.979824,20.615288,3.424057,2.066653
veh_002386,14303.872479,3.890823,22.314039,2.712236,2.009742
veh_002387,14309.501432,5.628953,18.826970,2.742216,2.050181
veh_002388,14313.810372,4.308940,22.625361,3.812134,1.364861
veh_002389,14318.630255,4.819883,22.131316,3.033356,1.858271
veh_002390,14323.445268,4.815013,24.231968,2.987530,1.860586
veh_002391,14328.724169,5.278902,25.421140,2.001142,1.689112
veh_002392,14335.898432,7.174263,22.822815,2.193229,1.282494
veh_002393,14340.182591,4.284159,23.899484,3.533059,2.516012
veh_002394,14347.097609,6.915018,21.057737,2.972110,1.572788
veh_002395,14350.936277,3.838668,22.821474,3.333589,2.162074
veh_002396,14356.327989,5.391711,19.569003,2.688862,2.337137
veh_002397,14364.307703,7.979714,25.714422,2.893219,1.742896
veh_002398,14371.000767,6.693064,26.335558,2.808970,1.939872
veh_002399,14377.409187,6.408421,21.877899,1.279736,1.399985
veh_002400,14384.354346,6.945159,20.439566,2.691169,1.581302
veh_002401,14391.218309,6.863963,22.592453,3.685575,1.878917
veh_002402,14398.160317,6.942008,21.318322,2.363367,1.603144
veh_002403,14406.265812,8.105495,20.256921,3.866445,2.290149
veh_002404,14410.708130,4.442318,21.542300,2.866079,1.841520
veh_002405,14416.602021,5.893891,18.128418,3.122204,1.279332
veh_002406,14423.557925,6.955903,23.363759,2.456370,1.903253
veh_002407,14430.682388,7.124463,24.763379,2.341837,1.490702
veh_002408,14437.519475,6.837087,19.776818,2.770979,2.052227
veh_002409,14445.479280,7.959805,20.175524,3.441467,1.742835
veh_002410,14450.727787,5.248507,25.260932,3.646772,1.549396
veh_002411,14454.703207,3.975420,24.250874,3.512646,1.892364
veh_002412,14462.611787,7.908580,23.216181,2.393319,1.865011
veh_002413,14468.610583,5.998795,23.218684,2.679159,2.337248
veh_002414,14473.787553,5.176970,20.381056,3.330386,1.809248
veh_002415,14479.841192,6.053639,21.227184,3.224243,1.702791
veh_002416,14485.192778,5.351586,20.540835,2.342401,1.295297
veh_002417,14492.702090,7.509312,20.906248,2.176659,1.890711
veh_002418,14500.037340,7.335250,24.359690,3.691837,1.297950
veh_002419,14506.504939,6.467599,25.486726,1.754421,2.198273
veh_002420,14513.316244,6.811304,24.221743,2.868306,1.646637
veh_002421,14519.365155,6.048911,22.522097,4.488687,1.608612
veh_002422,14526.904918,7.539763,24.956118,3.703802,1.737443
veh_002423,14529.359939,2.455021,20.615747,2.522551,1.283118
veh_002424,14533.607646,4.247707,21.331610,1.883346,2.092721
veh_002425,14539.547751,5.940104,22.999773,3.842780,2.214133
veh_002426,14544.927534,5.379784,21.105431,3.423861,1.863183
veh_002427,14549.501761,4.574227,19.776219,3.278147,2.099025
veh_002428,14556.431714,6.929953,23.237439,4.469879,1.757017
veh_002429,14560.964138,4.532424,22.562245,2.904011,1.628478
veh_002430,14567.290180,6.326042,24.592157,2.598627,1.691709
veh_002431,14573.476615,6.186435,23.182830,3.703606,1.933986
veh_002432,14579.563160,6.086545,21.473529,2.437240,2.376580
veh_002433,14584.319383,4.756223,19.559486,2.806720,1.775059
veh_002434,14590.029635,5.710252,22.770023,2.715294,2.621071
veh_002435,14597.870040,7.840405,21.553632,3.587277,2.197486
veh_002436,14604.685325,6.815285,20.725903,1.858682,2.092888
veh_002437,14612.129583,7.444258,25.801786,2.804487,1.698527
veh_002438,14618.009460,5.879877,21.703115,3.409215,1.676482
veh_002439,14621.456036,3.446575,19.361076,3.306229,1.734665
veh_002440,14626.756333,5.300298,23.848647,2.946977,1.556776
veh_002441,14632.530317,5.773983,24.914164,2.922826,1.366327
veh_002442,14640.482579,7.952262,24.070891,3.158743,1.608949
veh_002443,14648.186510,7.703931,23.921903,2.688105,1.617009
veh_002444,14654.823777,6.637268,19.726636,2.145339,1.917833
veh_002445,14659.538986,4.715209,21.701487,1.680942,1.923067
veh_002446,14665.731657,6.192671,20.422154,3.069431,1.885764
veh_002447,14671.339059,5.607403,20.492545,3.731170,2.039493
veh_002448,14676.973797,5.634738,21.593459,4.258281,1.677874
veh_002449,14681.123514,4.149717,22.595335,2.732311,1.780481
veh_002450,14687.819371,6.695857,22.503772,3.745836,1.686878
veh_002451,14693.774607,5.955236,21.317419,2.970543,1.477357
veh_002452,14700.981179,7.206573,22.966116,2.854387,1.824899
veh_002453,14704.788740,3.807560,23.973036,2.587090,1.729727
veh_002454,14709.098267,4.309527,24.189885,4.439714,1.787966
veh_002455,14720.567676,11.469409,19.367091,3.176995,1.563337
veh_002456,14725.247601,4.679925,21.760201,2.506536,2.472457
veh_002457,14731.678975,6.431374,21.390446,3.132693,1.905810
veh_002458,14738.335607,6.656633,23.185507,1.975826,1.565537
veh_002459,14742.862329,4.526722,23.992522,3.634347,2.037429
veh_002460,14751.453740,8.591411,25.676946,3.331613,1.874734
veh_002461,14757.355310,5.901570,23.488172,2.427106,1.493177
veh_002462,14763.579530,6.224220,23.714043,3.415098,1.897843
veh_002463,14772.307109,8.727580,21.710481,2.707763,1.728274
veh_002464,14777.120578,4.813469,18.939261,3.050467,1.515166
veh_002465,14782.389116,5.268539,24.635690,3.760907,1.731032
veh_002466,14787.870847,5.481731,25.132410,3.088110,1.313383
veh_002467,14791.811878,3.941030,22.874506,2.782518,2.012243
veh_002468,14798.225637,6.413759,20.597138,2.716825,1.789048
veh_002469,14804.935218,6.709581,22.455162,3.429011,1.845884
veh_002470,14811.210198,6.274980,22.692354,4.666056,2.083576
veh_002471,14818.193943,6.983746,20.864105,2.286369,1.676762
veh_002472,14825.492424,7.298481,21.555565,3.148643,1.988153
veh_002473,14832.000478,6.508054,24.862026,1.057991,2.014534
veh_002474,14837.638317,5.637838,20.853003,3.035627,1.657592
veh_002475,14845.468942,7.830625,24.174774,3.551511,1.982623
veh_002476,14850.423946,4.955004,20.169977,2.231744,2.144054
veh_002477,14858.518482,8.094536,19.433666,4.118623,1.662985
veh_002478,14864.229048,5.710565,20.981797,1.656362,1.824981
veh_002479,14871.376252,7.147204,20.370077,3.602362,1.811205
veh_002480,14880.116080,8.739828,23.389381,2.115301,1.456025
veh_002481,14882.718883,2.602804,21.486011,2.477911,2.171166
veh_002482,14888.430493,5.711609,26.006021,2.567291,1.444209
veh_002483,14893.824570,5.394077,20.302497,2.347449,2.052501
veh_002484,14902.385650,8.561080,21.429528,3.033880,1.720479
veh_002485,14907.775416,5.389766,19.830626,3.329681,1.060385
veh_002486,14917.868946,10.093529,18.453111,4.395451,2.128039
veh_002487,14921.577091,3.708146,24.649260,1.738497,1.598849
veh_002488,14928.101350,6.524258,20.691409,4.050874,2.144490
veh_002489,14933.521897,5.420547,22.851716,2.478487,1.928310
veh_002490,14940.279532,6.757636,18.272583,2.256963,1.775062
veh_002491,14945.431817,5.152284,22.347206,4.117510,2.207042
veh_002492,14950.755269,5.323452,20.639332,2.992057,2.095805
veh_002493,14954.021027,3.265758,18.394702,2.809520,2.073244
veh_002494,14960.183287,6.162261,20.991613,4.215519,1.889965
veh_002495,14963.936404,3.753117,25.788408,3.431657,1.694465
veh_002496,14967.971901,4.035497,20.640095,3.041980,1.558900
veh_002497,14974.102206,6.130305,21.879763,3.316426,1.531457
veh_002498,14979.920182,5.817976,22.262232,2.946208,1.853629
veh_002499,14987.460817,7.540635,19.077024,3.537630,2.034280
veh_002500,14991.431123,3.970306,20.324451,2.640013,2.083037
veh_002501,14998.062641,6.631518,22.794407,2.459724,1.597666
veh_002502,15004.546391,6.483750,26.215894,2.856317,2.035836
veh_002503,15010.092834,5.546443,22.272931,2.465337,1.502410
veh_002504,15014.887381,4.794547,24.665346,4.253669,1.551847
veh_002505,15020.768743,5.881361,22.714798,3.034878,2.257658
veh_002506,15028.094721,7.325979,25.163885,3.677083,1.666903
veh_002507,15033.534088,5.439366,26.112232,4.606174,1.993680
veh_002508,15040.805030,7.270943,20.200501,4.092159,1.604443
veh_002509,15046.394318,5.589288,20.397486,2.055221,1.774107
veh_002510,15054.981511,8.587193,21.783338,1.643232,1.950346
veh_002511,15061.021717,6.040205,23.939564,3.183635,2.265433
veh_002512,15066.758403,5.736686,23.343786,2.243968,1.442851
veh_002513,15070.342161,3.583758,22.467077,3.446422,1.581060
veh_002514,15074.201433,3.859272,24.286274,2.247516,1.650614
veh_002515,15080.773369,6.571935,24.185953,3.462023,2.102524
veh_002516,15086.432194,5.658825,23.806017,2.789948,2.213936
veh_002517,15092.854109,6.421915,21.754167,2.974352,1.961613
veh_002518,15097.827146,4.973037,22.638868,2.382320,2.185621
veh_002519,15103.601489,5.774343,19.574419,2.558519,1.396893
veh_002520,15108.665947,5.064458,25.397866,1.820207,1.931784
veh_002521,15115.108745,6.442798,20.009205,3.455456,1.757606
veh_002522,15120.781498,5.672754,23.931943,1.296135,1.709913
veh_002523,15129.578476,8.796977,25.651161,3.162222,2.212931
veh_002524,15134.546360,4.967884,21.881070,2.952200,1.515693
veh_002525,15142.224575,7.678215,25.084829,1.647684,1.461155
veh_002526,15146.642835,4.418261,24.991806,2.827584,1.768998
veh_002527,15151.944837,5.302002,21.052958,3.959297,1.964847
veh_002528,15156.682521,4.737684,23.743451,3.546061,1.305055
veh_002529,15164.571977,7.889456,20.552603,3.691468,1.538093
veh_002530,15171.227461,6.655484,23.792869,3.763313,1.851191
veh_002531,15177.433221,6.205760,24.013324,3.303813,1.591871
veh_002532,15183.784903,6.351682,22.496277,3.259315,1.572757
veh_002533,15188.158351,4.373447,22.310153,2.814875,1.514382
veh_002534,15196.262720,8.104370,23.956730,1.515968,1.749582
veh_002535,15204.347014,8.084293,24.463007,3.720711,1.834775
veh_002536,15210.295564,5.948550,19.917723,1.517757,1.575170
veh_002537,15216.315455,6.019891,25.808071,2.343947,1.203118
veh_002538,15223.289158,6.973703,18.473268,1.984104,1.998343
veh_002539,15229.026277,5.737119,21.646882,2.899398,1.860339
veh_002540,15234.726012,5.699735,20.455391,3.129397,1.838162
veh_002541,15239.986806,5.260793,20.045599,1.781561,1.301254
veh_002542,15245.467969,5.481164,23.887497,3.678801,1.526380
veh_002543,15250.753879,5.285910,23.438244,3.199792,1.943323
veh_002544,15257.848659,7.094779,21.385261,3.267690,2.672579
veh_002545,15263.356214,5.507555,20.485897,2.460232,1.356922
veh_002546,15268.713667,5.357453,22.895594,4.381662,1.550785
veh_002547,15273.773433,5.059766,22.777925,3.481508,2.151776
veh_002548,15277.524188,3.750755,23.180024,2.397675,2.265920
veh_002549,15285.864461,8.340273,25.630954,4.734611,1.620717
veh_002550,15292.627355,6.762894,23.556172,3.728513,1.642055
veh_002551,15299.927106,7.299751,19.787765,2.564019,1.685283
veh_002552,15305.132260,5.205154,23.960788,3.543025,2.110081
veh_002553,15313.318060,8.185801,22.937952,3.490273,2.246626
veh_002554,15319.535865,6.217804,21.490332,3.194311,1.617925
veh_002555,15327.714819,8.178955,20.088867,2.783580,2.162170
veh_002556,15333.694759,5.979940,24.052907,2.682799,1.905469
veh_002557,15339.627762,5.933003,22.078918,2.626025,1.874847
veh_002558,15344.835830,5.208068,23.285118,2.995620,1.770211
veh_002559,15350.952061,6.116230,23.330810,3.009982,1.744391
veh_002560,15357.289537,6.337476,21.723453,2.835125,1.184056
veh_002561,15365.528582,8.239045,19.421418,3.050580,2.374969
veh_002562,15373.838151,8.309569,23.663934,2.617113,1.836095
veh_002563,15379.973071,6.134920,21.943804,1.941064,1.421579
veh_002564,15387.801629,7.828558,21.560125,2.971578,1.508608
veh_002565,15393.096190,5.294561,26.603370,2.252642,1.389391
veh_002566,15399.470757,6.374567,19.770742,2.821742,2.015426
veh_002567,15406.801440,7.330682,25.531958,2.583913,2.090200
veh_002568,15413.436091,6.634651,20.538061,3.577621,1.440800
veh_002569,15419.352011,5.915920,23.865760,4.201139,1.662532
veh_002570,15424.659765,5.307754,22.482294,3.155248,2.309087
veh_002571,15429.460116,4.800351,20.016227,1.516461,1.667907
veh_002572,15438.313057,8.852941,23.924015,1.883660,1.973562
veh_002573,15445.996396,7.683339,22.223533,3.642574,1.956998
veh_002574,15453.958061,7.961666,22.837463,2.919491,1.709600
veh_002575,15459.973970,6.015909,22.240177,4.424947,1.984483
veh_002576,15465.172266,5.198296,19.597010,2.843234,2.082503
veh_002577,15472.004307,6.832041,23.963010,2.414639,2.067150
veh_002578,15477.967375,5.963068,24.746022,2.655951,1.780147
veh_002579,15483.775259,5.807884,20.711515,3.109101,1.965949
veh_002580,15489.737974,5.962716,26.090928,2.746027,1.418011
veh_002581,15494.788547,5.050573,24.742138,3.469331,1.991707
veh_002582,15499.481424,4.692877,25.386783,2.892492,1.792847
veh_002583,15505.117818,5.636393,21.494906,2.291203,1.718810
veh_002584,15509.039685,3.921867,22.026305,3.003166,1.818925
veh_002585,15515.937060,6.897375,26.431402,3.749566,1.720945
veh_002586,15523.194886,7.257826,21.190822,3.280093,1.513459
veh_002587,15528.040577,4.845692,19.072595,3.199734,1.990101
veh_002588,15531.299432,3.258855,25.329509,3.417269,1.777758
veh_002589,15537.889802,6.590369,22.993428,2.853093,2.090681
veh_002590,15544.247450,6.357649,21.251057,2.265808,2.093064
veh_002591,15550.278211,6.030761,21.504811,3.382915,1.936422
veh_002592,15554.276569,3.998358,22.348517,3.555693,1.997307
veh_002593,15557.399958,3.123389,23.313765,2.964262,1.849824
veh_002594,15565.967297,8.567339,21.544886,3.649066,1.971880
veh_002595,15571.642685,5.675388,23.033907,3.867302,1.876253
veh_002596,15578.399284,6.756599,24.736940,3.030536,1.586600
veh_002597,15584.293159,5.893875,22.040940,3.253264,2.056100
veh_002598,15590.913469,6.620310,23.767408,2.577231,1.730073
veh_002599,15594.996070,4.082601,24.784820,3.540453,1.705525
veh_002600,15600.327506,5.331436,22.280052,2.500079,1.112352
veh_002601,15604.294462,3.966955,20.951138,2.729089,1.707789
veh_002602,15608.663732,4.369271,20.716898,2.883707,2.071284
veh_002603,15613.600202,4.936470,22.896162,3.651795,2.028368
veh_002604,15616.890378,3.290176,23.487517,1.947070,1.826576
veh_002605,15622.198579,5.308201,18.816346,2.972707,1.926084
veh_002606,15627.132246,4.933667,24.926993,2.125193,2.066869
veh_002607,15631.352924,4.220678,25.074881,1.289778,1.141169
veh_002608,15637.153665,5.800741,23.994003,2.894447,1.616843
veh_002609,15643.136654,5.982989,24.986262,3.596518,1.818161
veh_002610,15647.881194,4.744540,22.549520,1.929780,2.662699
veh_002611,15656.899151,9.017957,22.847872,3.387734,2.422453
veh_002612,15663.976462,7.077311,21.780394,2.988344,1.708776
veh_002613,15671.658947,7.682485,20.628551,2.655275,1.285882
veh_002614,15677.166372,5.507425,19.897938,3.402840,1.283307
veh_002615,15684.506771,7.340399,19.160091,3.162729,1.025869
veh_002616,15691.655134,7.148363,19.916458,3.585255,1.503888
veh_002617,15696.127373,4.472239,18.462960,3.110365,2.161855
veh_002618,15701.104058,4.976685,21.715275,1.692353,1.438095
veh_002619,15711.476892,10.372833,22.541175,3.721702,1.953335
veh_002620,15716.860065,5.383173,22.999726,1.989794,1.920175
veh_002621,15723.590357,6.730292,24.601884,3.350683,1.445902
veh_002622,15729.268455,5.678098,22.115190,3.900372,1.444794
veh_002623,15736.515550,7.247096,25.333447,3.447052,1.975516
veh_002624,15741.023672,4.508122,21.611962,3.443794,2.458905
veh_002625,15745.515734,4.492061,22.004866,2.825475,1.783694
veh_002626,15753.217245,7.701511,22.730840,2.152649,1.934239
veh_002627,15759.515043,6.297799,21.666306,3.292645,2.144718
veh_002628,15761.798612,2.283569,23.983936,3.265044,1.770310
veh_002629,15767.833734,6.035122,22.617365,4.484913,1.737507
veh_002630,15773.560782,5.727048,21.446758,2.721467,1.454232
veh_002631,15780.626784,7.066002,23.123051,2.638771,1.610347
veh_002632,15787.108365,6.481581,22.755703,2.521984,1.691852
veh_002633,15793.621661,6.513295,24.850542,2.877299,2.138489
veh_002634,15799.752857,6.131197,22.658523,3.368610,2.267345
veh_002635,15806.188560,6.435703,19.917004,2.825917,2.108135
veh_002636,15810.459625,4.271065,23.319879,2.942541,1.087849
veh_002637,15815.237276,4.777650,23.969938,1.851332,1.887516
veh_002638,15819.958810,4.721534,22.056317,2.120387,1.651298
veh_002639,15823.947071,3.988261,23.172101,5.009817,2.140592
veh_002640,15831.129451,7.182381,24.360148,3.831724,1.822967
veh_002641,15838.745827,7.616376,19.048114,3.300915,1.612613
